Bug ID,Description,Compiled,Crash Occurred
f328fbf8718edb712341,KASAN: slab-out-of-bounds Read in jfs_readdir,✅,❌
a3db10baf0c0ee459854,KASAN: slab-out-of-bounds Write in udf_adinicb_writepage,❌,❌
abb7222a58e4ebc930ad,UBSAN: array-index-out-of-bounds in udf_process_sequence,✅,❌
60864ed35b1073540d57,BUG: unable to handle kernel paging request in udf_close_lvid,✅,❌
34a0f26f0f61c4888ea4,KASAN: slab-out-of-bounds Read in ext4_search_dir,❌,❌
6e5f2db05775244c73b7,KASAN: out-of-bounds Read in ext4_ext_remove_space,✅,❌
174ea873dedcd7fb6de3,KASAN: vmalloc-out-of-bounds Read in cleanup_bitmap_list,✅,❌
4b52080e97cde107939d,KASAN: slab-use-after-free Read in hfsplus_read_wrapper,✅,❌
51baee846ddab52d5230,KASAN: null-ptr-deref Read in ida_free,✅,❌
3969ffae9388a369bab8,KASAN: use-after-free Read in set_de_name_and_namelen,✅,❌
9924e2a08d9ba0fd4ce2,UBSAN: array-index-out-of-bounds in dtSearch,✅,❌
8c777e17f74c66068ffa,UBSAN: shift-out-of-bounds in dbSplit,✅,❌
82df44ede2faca24c729,KASAN: use-after-free Read in udf_sync_fs,❌,❌
db6caad9ebd2c8022b41,KASAN: slab-use-after-free Read in ext4_convert_inline_data_nolock,✅,❌
047b4e27025bc84b6c12aaea1d4158b0f111c3ac,UBSAN: shift-out-of-bounds in ext4_handle_clustersize,✅,❌
04e8b36eaa27ecf7f840,KASAN: use-after-free Read in reiserfs_get_unused_objectid,✅,❌
7ec4ebe875a7076ebb31,KASAN: use-after-free Read in ext4_find_extent,✅,❌
d8fc21bfa138a5ae916d,KASAN: use-after-free Read in crc_itu_t,✅,❌
604424eb051c2f696163,KASAN: slab-out-of-bounds Write in squashfs_readahead,✅,❌
f43a23b6e622797c7a28,KASAN: slab-use-after-free Read in nla_find,✅,❌
bbe84a4010eeea00982d,KASAN: slab-use-after-free Read in nfc_alloc_send_skb,✅,❌
8ffb0839a24e9c6bfa76,KASAN: slab-out-of-bounds Read in arc4_crypt,✅,❌
553d90297e6d2f50dbc7,UBSAN: array-index-out-of-bounds in diNewExt,✅,❌
c1056fdfe414463fdb33,UBSAN: array-index-out-of-bounds in diWrite,❌,❌
621409285c4156a009b3,KASAN: slab-use-after-free Read in pvr2_context_set_notify,✅,❌
8f477ac014ff5b32d81f,KASAN: slab-use-after-free Read in kill_f2fs_super,✅,❌
d81bcd883824180500c8,KASAN: slab-out-of-bounds Read in dsa_user_changeupper,❌,❌
b3b14fb9f8a14c5d0267,KMSAN: uninit-value in search_by_key,✅,❌
d4b1df2e9d4ded6488ec,UBSAN: array-index-out-of-bounds in dtSplitRoot,❌,❌
411debe54d318eaed386,UBSAN: shift-out-of-bounds in dbJoin,❌,❌
39ba34a099ac2e9bd3cb,UBSAN: array-index-out-of-bounds in dbAdjTree,✅,❌
a5e651ca75fa0260acd5,KASAN: slab-use-after-free Read in destroy_device_list,✅,❌
e0b615318f8fcfc01ceb,KASAN: slab-use-after-free Read in btrfs_qgroup_account_extent,❌,❌
94bbb75204a05da3d89f,KASAN: slab-out-of-bounds Read in dns_resolver_preparse,✅,❌
e8030702aefd3444fb9e,KASAN: null-ptr-deref Write in unix_stream_bpf_update_proto,✅,❌
4b44a54ec1549ca9274715d46562bd9da3a43e65,KASAN: slab-use-after-free Read in unix_stream_read_actor,✅,❌
d31adfb277377ef8fcba,KASAN: slab-use-after-free Read in iommufd_vfio_ioas,✅,❌
d9536adc269404a984f8,,❌,❌
31696c368c37781bba68b3ea0f9041b5acd4d400,KASAN: stack-out-of-bounds Read in tcp_inbound_hash,✅,💥
76a072c2f8a60280bd70,UBSAN: array-index-out-of-bounds in xtSearch,❌,❌
0558d19c373e44da3c18,UBSAN: array-index-out-of-bounds in txCommit,✅,💥
0b0095300dfeb8a83dc8,,❌,❌
9fcea5ef6dc4dc72d334,KASAN: slab-out-of-bounds Read in ntfs_listxattr,✅,💥
c90849c50ed209d77689,KASAN: slab-out-of-bounds Read in create_monitor_event,✅,💥
53ce40c8c0322c06aea5,KASAN: use-after-free Read in bcmp,✅,💥
79d792676d8ac050949f,UBSAN: array-index-out-of-bounds in diAlloc,❌,❌
a4c6e5ef999b68b26ed1,UBSAN: array-index-out-of-bounds in io_setup_async_msg,✅,💥
60db9f652c92d5bacba4,KASAN: slab-use-after-free Read in pwq_release_workfn,✅,❌
aea1ad91e854d0a83e04,UBSAN: array-index-out-of-bounds in dbFindLeaf,✅,💥
29c47e9e51895928698c,KASAN: slab-use-after-free Write in gfs2_qd_dealloc,✅,❌
0839b78e119aae1fec78,UBSAN: shift-out-of-bounds in nci_activate_target,❌,❌
478c1bf0e6bf4a8f3a04,UBSAN: shift-out-of-bounds in ntfs_fill_super,✅,💥
bc79f8d1898960d41073,KASAN: slab-use-after-free Read in ntfs_write_bh,❌,❌
2751da923b5eb8307b0b,KASAN: slab-out-of-bounds Read in ntfs_test_inode,✅,❌
38e876a8aa44b7115c76,UBSAN: array-index-out-of-bounds in dbNextAG,❌,❌
477d8d8901756d1cbba1,KASAN: invalid-free in ovl_copy_up_one,❌,❌
18996170f8096c6174d0,KASAN: slab-out-of-bounds Read in read_descriptors,❌,❌
601018296973a481f302,UBSAN: array-index-out-of-bounds in f2fs_iget,✅,💥
c8dd3b254fe77feaac61c01bd1de7e1b9a876703,KASAN: stack-out-of-bounds Write in __nla_validate_parse,✅,💥
f1faa20eec55e0c8644c,KASAN: null-ptr-deref Read in txBegin,✅,💥
822d1359297e2694f873,KASAN: slab-use-after-free Read in xsk_diag_dump,✅,❌
510dcbdc6befa1e6b2f6,UBSAN: array-index-out-of-bounds in xfs_attr3_leaf_add_work,✅,💥
3a0ebe8a52b89c63739d,KASAN: slab-use-after-free Read in input_dev_uevent,✅,💥
74db8b3087f293d3a13a,KASAN: slab-use-after-free Read in nilfs_load_inode_block,✅,❌
853a6f4dfa3cf37d3aea,UBSAN: array-index-out-of-bounds in dbAllocDmapLev,✅,💥
44ae022028805f4600fc,KASAN: slab-out-of-bounds Read in team_device_event,❌,❌
5b64180f8d9e39d3f061,KASAN: slab-use-after-free Read in fuse_test_super,✅,❌
1ad12d16afca0e7d2dde,KASAN: slab-use-after-free Read in iopt_unmap_iova_range,✅,❌
b7854dc75e15ffc8c2ae,KASAN: slab-out-of-bounds Read in xlog_pack_data,✅,💥
4a9f9820bd8d302e22f7,KASAN: slab-out-of-bounds Read in do_csum,❌,❌
893c55305230e719a203,KASAN: slab-use-after-free Read in gsm_cleanup_mux,✅,❌
af5e10f73dbff48f70af,UBSAN: shift-out-of-bounds in ext2_fill_super,✅,💥
609e63261638ff3d5436,KASAN: slab-out-of-bounds Read in mt_validate_nulls,✅,❌
ada42aab05cf51b00e98,KASAN: invalid-free in init_file,❌,❌
6f66f3e78821b0fff882,KASAN: slab-out-of-bounds Read in bio_split_rw,✅,💥
2faac0423fdc9692822b,KASAN: slab-use-after-free Read in test_bdev_super_fc,✅,❌
629c4f1a4cefe03f8985,KASAN: slab-use-after-free Read in afs_dynroot_test_super,❌,❌
cf54c1da6574b6c1b049,KASAN: slab-use-after-free Write in sco_chan_del,❌,❌
d2cd27dcf8e04b232eb2,UBSAN: shift-out-of-bounds in dbFree,❌,❌
3758842a6c01012aa73b,UBSAN: array-index-out-of-bounds in print_bpf_insn,✅,💥
12cb4425b22169b52036,KASAN: slab-use-after-free Read in f2fs_truncate_data_blocks_range,❌,❌
3f6a670108ce43356017,KASAN: use-after-free Read in qd_unlock,✅,💥
5f088f29593e6b4c8db8,UBSAN: shift-out-of-bounds in extAlloc,✅,💥
b53a9c0d1ea4ad62da8b,KASAN: slab-use-after-free Write in mini_qdisc_pair_swap,❌,❌
6efc50cc1f8d718d6cb7,KASAN: slab-out-of-bounds Read in extract_iter_to_sg,✅,❌
a3a1acf69343d0392ce28e36e933ef51a092792a,KASAN: stack-out-of-bounds Read in ip6mr_ioctl,✅,💥
aad58150cbc64ba41bdc,KASAN: null-ptr-deref Write in get_block,❌,❌
d8486855ef44506fd675,KASAN: stack-out-of-bounds Read in skb_splice_from_iter,❌,❌
06a42b5262bdc895687cf5d197ccb53965bb98fa,KASAN: stack-out-of-bounds Read in ipmr_ioctl,✅,💥
b8d61a58b7c7ebd2c8e0,KASAN: user-memory-access Write in zram_slot_lock,✅,💥
78d4495558999f55d1da,KASAN: slab-use-after-free Read in nilfs_load_inode_block,❌,❌
1966db24521e5f6e23f7,KASAN: slab-use-after-free Read in get_max_inline_xattr_value_size,✅,❌
8785e41224a3afd04321,KASAN: slab-out-of-bounds Read in ext4_group_desc_csum,❌,❌
c103d3808a0de5faaf80,KASAN: slab-out-of-bounds Read in xfs_getbmap,✅,❌
8bb72f86fc823817bc5d,KASAN: slab-use-after-free Read in hci_conn_hash_flush,❌,❌
69c9fdccc6dd08961d34,KASAN: slab-out-of-bounds Write in udf_find_entry,❌,❌
cb1d16facb3cc90de5fb,KASAN: wild-memory-access Write in v9fs_get_acl,✅,❌
ac877d1de3aa7263e7f4,UBSAN: shift-out-of-bounds in fbcon_set_font,✅,💥
33d7ad66d65044b93f16,KASAN: use-after-free Write in gadgetfs_kill_sb,✅,❌
caa188bdfc1eeafeb418,KASAN: use-after-free Write in nr_release,❌,❌
eaa01bb4b5c5af8a62819d92f7ddba1edd09246e,KASAN: slab-out-of-bounds Read in do_csum,❌,❌
8ac3859139c685c4f597,KASAN: null-ptr-deref Read in ida_free,❌,❌
7e9494b8b399902e994e,KASAN: slab-out-of-bounds Read in xfs_btree_lookup_get_block,✅,💥
8a5a459f324d510ea15a,KASAN: null-ptr-deref Write in udf_write_fi,✅,💥
48011b86c8ea329af1b9,KASAN: null-ptr-deref Read in filemap_fault,✅,💥
bf4bb7731ef73b83a3b4,KASAN: use-after-free Read in ext4_find_extent,❌,❌
b563d33852b893653a9e,KASAN: use-after-free Read in cfusbl_device_notify,❌,❌
823000d23b3400619f7c,KASAN: use-after-free Read in __update_extent_tree_range,❌,❌
d882d57193079e379309,KASAN: slab-out-of-bounds Read in indx_insert_into_buffer,❌,❌
60f291a24acecb3c2bd5,KASAN: slab-out-of-bounds Read in udf_get_filelongad,✅,💥
b8e8c01c8ade4fe6e48f,KASAN: use-after-free Read in put_pmu_ctx,✅,❌
f61594de72d6705aea03,KASAN: vmalloc-out-of-bounds Read in __ebt_unregister_table,✅,❌
0be96567042453c0c820,UBSAN: shift-out-of-bounds in blkstol2,❌,❌
57e3e98f7e3b80f64d56,KASAN: use-after-free Read in hfsplus_release_folio,✅,💥
59af7bf76d795311da8c,KASAN: slab-out-of-bounds Write in copy_verifier_state,✅,💥
6bf42326e0930f0a844a1d53256c0fb15423dda1,KASAN: slab-use-after-free Read in tcf_action_destroy,✅,💥
b9ba793adebb63e56dba,UBSAN: shift-out-of-bounds in dbAllocBits,❌,❌
55cc59267340fad29512,KASAN: use-after-free Read in io_worker_get,✅,❌
7edb85bc97be9f350d90,UBSAN: shift-out-of-bounds in dbFindCtl,❌,❌
b3ba2408ce0c74bb9230,KASAN: use-after-free Read in io_wq_worker_wake,✅,❌
45d4691b1ed3c48eba05,UBSAN: array-index-out-of-bounds in __gfs2_iomap_get,✅,❌
41d665317c811d4d88aa,KASAN: slab-use-after-free Read in class_register,✅,❌
baabf3efa7c1e57d28b2,KASAN: null-ptr-deref Read in __fl_put,✅,💥
0e93739cdd4799ad72795c612cca7658e7607e7f,KASAN: invalid-free in skb_free_head,❌,❌
4fec412f59eba8c01b77,UBSAN: shift-out-of-bounds in ext2_fill_super,✅,💥
d56ec896af3637bdb7e4,KASAN: use-after-free Read in io_wq_worker_running,✅,❌
9c2811fd56591639ff5f,KASAN: slab-out-of-bounds Read in hdr_delete_de,❌,❌
19a9f729f05272857487,KASAN: use-after-free Read in hci_cmd_timeout,❌,❌
1fa91bcd05206ff8cbb5,KASAN: slab-out-of-bounds Read in sk_psock_get,✅,💥
7d6c5587ec9cff5be65c,KASAN: use-after-free Read in delete_partition,❌,❌
c4d950787fd5553287b7,KASAN: slab-out-of-bounds Read in ntfs_get_ea,✅,💥
2f649ec6d2eea1495a8f,KASAN: vmalloc-out-of-bounds Read in bpf_jit_free,✅,❌
915a8416bf15895b8e07,KASAN: use-after-free Read in mgmt_pending_remove,✅,❌
7170d66493145b71afd4,KASAN: use-after-free Read in mas_next_nentry,❌,❌
09ad4050dd3a120bfccd,KASAN: use-after-free Read in tty_release,✅,❌
f9784e2a6391285583ab34b4cd52537e4ddbb3cc,KASAN: wild-memory-access Read in skb_copy_bits,❌,❌
f5697a2cc8cc739814a87d3755258160e812c9dd,KASAN: use-after-free Read in ipvlan_queue_xmit,❌,❌
f3ddd7724674ca780476e946287afab776e7c590,KASAN: use-after-free Read in unregister_shrinker,❌,❌
49950ba66096b1f0209b,KASAN: use-after-free Read in pty_close,✅,❌
272ce7abd8e49c0ddf42,KASAN: vmalloc-out-of-bounds Write in tpg_fill_plane_buffer,❌,❌
c8ae65286134dd1b800d,KASAN: use-after-free Read in drm_gem_object_release_handle,✅,❌
82650a4e0ed38f218363,KASAN: use-after-free Read in btrfs_scan_one_device,❌,❌
b75c138e9286ac742647,KASAN: use-after-free Read in free_netdev,✅,💥
92968395eedbdbd3617d,general protection fault in cttimeout_net_exit,✅,❌
e5198737e8a2d23d958c,KASAN: use-after-free Read in io_uring_show_fdinfo,✅,💥
35eebd505e97d315d01c,KASAN: slab-out-of-bounds Read in thrustmaster_probe,✅,💥
3974efaf68c77533b42d,KASAN: use-after-free Read in nilfs_mdt_destroy,❌,❌
883fa6a25abf9dd035ef,KASAN: slab-out-of-bounds Read in hfs_cat_keycmp,✅,❌
d894f245105f59f788177ae2f53df8ffce3ec1ac,KASAN: slab-out-of-bounds Read in vxlan_vnifilter_dump_dev,❌,❌
2ae90e873e97f1faf6f2,KASAN: use-after-free Read in z_erofs_transform_plain,✅,❌
3538a6a72efa8b059c38,KASAN: use-after-free Read in rxrpc_lookup_local,✅,❌
a76f6a6e524cf2080aa3,KASAN: slab-out-of-bounds Read in __fscache_acquire_volume,✅,❌
e918523f77e62790d6d9,KASAN: use-after-free Read in nf_hook_entries_grow,❌,❌
14b0e8f3fd1612e35350,KASAN: vmalloc-out-of-bounds Write in imageblit,✅,❌
1631f09646bc214d2e76,UBSAN: shift-out-of-bounds in ntfs_fill_super,✅,💥
c4b9303500a21750b250,KASAN: null-ptr-deref Write in io_file_get_normal,✅,❌
2bef95d3ab4daa10155b,KASAN: use-after-free Write in sco_sock_timeout,✅,💥
8778f030156c6cd16d72,KASAN: out-of-bounds Read in ntfs_set_ea,❌,❌
4903218f7fba0a2d6226,UBSAN: array-index-out-of-bounds in nfnetlink_unbind,✅,💥
15342c1aa6a00fb7a438,UBSAN: shift-out-of-bounds in dbAllocAG,❌,❌
5ad567a418794b9b5983,KASAN: vmalloc-out-of-bounds Write in ringbuf_map_alloc,✅,💥
35b87c668935bb55e666,UBSAN: shift-out-of-bounds in __access_remote_vm,✅,💥
8d6fbb27a6aded64b25b,KASAN: slab-out-of-bounds Read in run_unpack,❌,❌
8b1641d2f14732407e23,UBSAN: shift-out-of-bounds in hid_report_raw_event,✅,💥
16bcb127fb73baeecb14,KASAN: use-after-free Read in port100_send_complete,✅,💥
6087eafb76a94c4ac9eb,general protection fault in dbgfs_rm_context_write,✅,💥
99938118dfd9e1b0741a,KASAN: use-after-free Read in bio_poll,❌,❌
8ebb469b64740648f1c3,KASAN: slab-out-of-bounds Read in mi_find_attr,✅,💥
f8f3dfa4abc489e768a1,KASAN: slab-out-of-bounds Read in do_garbage_collect,✅,❌
6d70ca7438345077c549,KASAN: slab-out-of-bounds Write in bpf_prog_test_run_xdp,✅,💥
b425899ed22c6943e00b,KASAN: use-after-free Read in smc_fback_error_report,✅,❌
e836ff7133ac02be825f,KASAN: slab-out-of-bounds Read in __hfs_brec_find,✅,💥
95001b1fd6dfcc716c29,KASAN: use-after-free Read in ar5523_cmd_tx_cb,✅,❌
39e3268af9968f153591,KASAN: use-after-free Read in snd_rawmidi_transmit,❌,❌
106f9b687cd64ee70cd1,KASAN: use-after-free Read in notifier_call_chain,❌,❌
9ca7a12fd736d93e0232,KASAN: use-after-free Read in si470x_int_in_callback,❌,❌
694120e1002c117747ed,KASAN: use-after-free Read in tcp_retransmit_timer,❌,❌
aa620fb1ece874a3f34c,KASAN: null-ptr-deref Read in ida_free,✅,❌
793a590957d9c1b96620,KASAN: use-after-free Read in nf_confirm,✅,❌
8f747f62763bc6c32916,KASAN: use-after-free Read in nf_tables_trans_destroy_work,❌,❌
afa2ca5171d93e44b348,KASAN: use-after-free Read in jbd2_journal_wait_updates,❌,❌
e91619dd4c11c4960706,UBSAN: shift-out-of-bounds in nilfs_load_super_block,✅,💥
dcf33a7aae997956fe06,UBSAN: shift-out-of-bounds in init_sb,✅,💥
7c7245f9088053e9e49b97a341dee26c9ed40a2c,KASAN: slab-out-of-bounds Read in packet_recvmsg,❌,❌
f816fa82f8783f7a02bb,KASAN: use-after-free Read in nilfs_segctor_sync,❌,❌
797c55d2697d19367c3dabc1e8661f5810014731,KASAN: slab-out-of-bounds Write in watch_queue_set_filter,✅,💥
1a247e36149ffd709a9b,UBSAN: array-index-out-of-bounds in pvr2_i2c_core_init,✅,❌
738e37fee508c33dd12a3693bc1790085ac07a50,KASAN: invalid-free in tcp_disconnect,❌,❌
03110230a11411024147,KASAN: use-after-free Read in ath9k_hif_usb_rx_cb,✅,💥
6dc9ae7ccfcf2d2e5237d4e68f1c9f63e866d0ef,KASAN: use-after-free Read in madvise_update_vma,✅,💥
ff796f04613b4c84ad89,KASAN: use-after-free Read in register_shrinker_prepared,✅,❌
dc3b1cf9111ab5fe98e7,KASAN: slab-out-of-bounds Write in hfs_asc2mac,✅,💥
4c597a574a3f5a251bda,KASAN: use-after-free Write in io_sendrecv_fail,✅,💥
5f78045f24cd5965ee29bb7fe106904e42f80d52,KASAN: use-after-free Read in __nf_register_net_hook,✅,❌
5f8dcabe4a3b2c51c607,KASAN: use-after-free Read in ntfs_attr_find,✅,❌
5ad0e07964a412d314292e72053f2a27b9694f33,KASAN: null-ptr-deref Write in kcm_tx_work,❌,❌
b8c672b0e22615c80fe0,KASAN: use-after-free Read in nilfs_segctor_confirm,❌,❌
8b481578352d4637f510,KASAN: invalid-free in free_prealloced_shrinker,✅,❌
d2c5e6980bfc84513464,KASAN: use-after-free Write in null_skcipher_crypt,✅,💥
ca8bf833622a1662745b,KASAN: use-after-free Read in io_rsrc_node_ref_zero,✅,❌
f24934fe125a19d77eae,KASAN: use-after-free Read in udl_get_urb_timeout,❌,❌
cdb5dd11c97cc532efad,KASAN: use-after-free Read in remove_wait_queue,❌,❌
a236dd8e9622ed8954a3,KASAN: use-after-free Write in sctp_auth_shkey_hold,❌,❌
1b27d7a2722eabc2c5d5,KASAN: use-after-free Read in hugetlb_fault,✅,❌
b892240eac461e488d51,KASAN: slab-out-of-bounds Read in ntfs_trim_fs,✅,💥
03d7b43290037d1f87ca,KASAN: use-after-free Read in __post_watch_notification,✅,❌
fda18eaa8c12534ccb3b,KASAN: slab-out-of-bounds Write in __build_skb_around,✅,💥
950cee6d91e62329be2c,KASAN: use-after-free Read in add_wait_queue,✅,❌
6ba92bd00d5093f7e371,KASAN: use-after-free Read in move_expired_inodes,❌,❌
8ed8fc4c57e9dcf23ca6,UBSAN: shift-out-of-bounds in tcf_pedit_init,✅,💥
205eb15961852c2c5974,KASAN: null-ptr-deref Write in snd_pcm_format_set_silence,❌,❌
8bee3285b9e190f1509e,KASAN: use-after-free Read in __kernfs_remove,✅,❌
193f9cee8638750b23cf,KASAN: use-after-free Read in hugetlb_handle_userfault,❌,❌
9228d6098455bb209ec8,KASAN: use-after-free Read in task_work_run,❌,❌
28976d5882708ad4cc933650a507060b2a4ce2b0,KASAN: slab-out-of-bounds Read in ipvlan_queue_xmit,❌,❌
6a8a923895a61a5dbf18,KASAN: use-after-free Read in __io_remove_buffers,✅,💥
23e5d83e4c0908d10d9e0cc1e779d05c43bf8ae2,KASAN: use-after-free Read in ip6mr_sk_done,❌,❌
c986d2a447ac6fb27b02,KASAN: use-after-free Read in hdr_find_e,✅,💥
47dd250f527cb7bebf24,KASAN: use-after-free Read in filp_close,✅,❌
d55757faa9b80590767b,KASAN: null-ptr-deref Read in __free_pages,✅,💥
1ccb246eecb5114c440218336e4c7205aed5f2c8,KASAN: use-after-free Read in net_tx_action,❌,❌
0d2014e4da2ccced5b41,KASAN: use-after-free Read in mas_next_entry,❌,❌
98fd2d1422063b0f8c44,KASAN: use-after-free Read in inet_bind2_bucket_find,✅,❌
c70d87ac1d001f29a058,KASAN: use-after-free Read in post_one_notification,✅,❌
dc7c3ca638e773db07f6,KASAN: use-after-free Read in driver_register,❌,❌
3e3f419f4a7816471838,KASAN: use-after-free Read in blk_mq_sched_free_rqs,❌,❌
63d688f1d899c588fb71,KASAN: use-after-free Read in LZ4_decompress_safe_partial,✅,💥
729c925c2d9fc495ddee,KASAN: null-ptr-deref Write in kill_f2fs_super,❌,❌
edfd15cd4246a3fc615a,KASAN: invalid-free in io_clean_op,✅,💥
02617ac69815ae324053c954118c2dc7ba0e59b2,KASAN: slab-out-of-bounds Read in decrypt_internal,✅,💥
3ed6361bf59830ca9138,KASAN: slab-out-of-bounds Read in add_adv_patterns_monitor,❌,❌
4cb1e27475bf90a9b926,KASAN: use-after-free Read in ext4_xattr_set_entry,❌,❌
3f1ca6a6fec34d601788,KASAN: out-of-bounds Read in ath9k_hif_usb_rx_cb,❌,❌
07efed3bc5a1407bd742,KASAN: slab-out-of-bounds Write in betop_probe,❌,❌
9988f17cf72a1045a189,KASAN: use-after-free Read in snd_mixer_oss_get_volume1,✅,❌
b187b77c8474f9648fae,KASAN: use-after-free Read in __crypto_xor,❌,❌
3ae6a2b06f131ab9849f,KASAN: slab-out-of-bounds Write in usb_hcd_poll_rh_status,✅,❌
b60c982cb0efc5e05a47,KASAN: use-after-free Write in io_queue_worker_create,✅,❌
d478fd47cfd164c386b9fd20191f6a5106ce5273,general protection fault in sock_setsockopt,✅,❌
3f91de0b813cc3d19a80,KASAN: use-after-free Read in netlbl_catmap_walk,❌,❌
860268315ba86ea6b96b,KASAN: null-ptr-deref Write in rhashtable_free_and_destroy,❌,❌
6fc7fb214625d82af7d1,KASAN: use-after-free Read in __isofs_iget,✅,❌
b32fa08468c9e84e361296e1bc502283ea202ec6,KASAN: invalid-free in packet_set_ring,✅,❌
c55162be492189fb4f51,KASAN: use-after-free Read in rtl8712_dl_fw,✅,❌
3587cbbc6e1868796292,KASAN: use-after-free Write in io_submit_one,✅,❌
412ca156285f619b8b62,KASAN: use-after-free Read in blk_mq_sched_tags_teardown,❌,❌
80bb125e15ce06a0913855359f410cf47d766fc5,,❌,❌
70c77abc177053bca3b6ce82cefe5f05ad67c9f2,UBSAN: shift-out-of-bounds in __qdisc_calculate_pkt_len,❌,❌
11210d36738191856de4,general protection fault in unmap_page_range,❌,❌
b6cb97f812986fb71e8f,KASAN: use-after-free Read in sixpack_close,✅,💥
7bf7b22759195c9a21e9,UBSAN: shift-out-of-bounds in nl802154_new_interface,✅,💥
e3fcb9c4f3c2a931dc40,KASAN: slab-out-of-bounds Read in hci_le_meta_evt,✅,💥
e4df4e1389e28972e955,KASAN: use-after-free Read in vlan_dev_real_dev,✅,❌
7d41312fe3f123a6f605,KASAN: null-ptr-deref Write in __pm_runtime_resume,❌,❌
b2be9dd8ca6f6c73ee2d,UBSAN: shift-out-of-bounds in xfrm_get_default,❌,❌
bb73e71cf4b8fd376a4f,KASAN: vmalloc-out-of-bounds Read in bpf_prog_put,✅,❌
283ce5a46486d6acdbaf,KASAN: use-after-free Read in filp_close,❌,❌
01985d7909f9468f013c,KASAN: use-after-free Write in dec_rlimit_ucounts,❌,❌
9ec037722d2603a9f52e,KASAN: use-after-free Read in cipso_v4_genopt,❌,❌
6a916267d9bc5fa2d9a6,general protection fault in phy_disconnect,❌,❌
ddc1260a83ed1cbf6fb5,KASAN: use-after-free Read in snd_seq_timer_interrupt,❌,❌
24b98616278c31afc800,KASAN: slab-out-of-bounds Read in add_del_if,❌,❌
bed360704c521841c85d,UBSAN: shift-out-of-bounds in ___bpf_prog_run,❌,❌
13146364637c7363a7de,KASAN: slab-out-of-bounds Write in ext4_write_inline_data_end,❌,❌
c31a48e6702ccb3d64c9,KASAN: out-of-bounds Read in leaf_paste_entries,❌,❌
e6741b97d5552f97c24d,KASAN: use-after-free Read in tipc_recvmsg,❌,❌
cfc0247ac173f597aaaa,,❌,❌
a486048b63065fd224f57b16d5a2fdece2b40eca,KASAN: use-after-free Read in eth_header_parse_protocol,❌,❌
2c98885bcd769f56b6d6,KASAN: use-after-free Read in nbd_genl_connect,❌,❌
213ac8bb98f7f4420840,KASAN: use-after-free Read in ntfs_iget,❌,❌
a8b4b0c60155e87e9484,UBSAN: shift-out-of-bounds in ext4_mb_init,❌,❌
cc699626e48a6ebaf295,KASAN: slab-out-of-bounds Read in do_wait_for_common,❌,❌
e8bafe7b82c739eaf153,UBSAN: array-index-out-of-bounds in ima_inode_setxattr,❌,❌
793e08e191b6dc4a77bb79c0446431e4ae4ce9fc,UBSAN: shift-out-of-bounds in choke_change,❌,❌
ba2e91df8f74809417fa,,❌,❌
5872a520e0ce0a7c7230,KASAN: use-after-free Read in r871xu_dev_remove,❌,❌
6bb23a5d5548b93c94aa,KASAN: slab-out-of-bounds Read in snd_usbmidi_get_ms_info,❌,❌
8fede7e30c7cee0de139,KASAN: use-after-free Read in disk_part_iter_next,❌,❌
7fbfe5fed73ebb675748,UBSAN: array-index-out-of-bounds in udf_statfs,❌,❌
1fb38bb7d3ce0fa3e1c4,KASAN: use-after-free Read in bdev_evict_inode,❌,❌
1917d778024161609247,,❌,❌
fb0d60a179096e8c2731,KASAN: use-after-free Read in __d_alloc,❌,❌
406b87acfc2c869fa773928a9f62b1405ad7c5a4,UBSAN: shift-out-of-bounds in nft_hash_estimate,❌,❌
77ba3d171a25c56756ea,KASAN: use-after-free Read in blk_mq_exit_sched,❌,❌
649e339fa6658ee623d3,KASAN: use-after-free Write in nft_ct_tmpl_put_pcpu,❌,❌
e68c89a9510c159d9684,UBSAN: shift-out-of-bounds in profile_init,❌,❌
98228e7407314d2d4ba2,,❌,❌
b774577370208727d12b,KASAN: use-after-free Write in sctp_auth_shkey_hold,❌,❌
de271708674e2093097b,KASAN: use-after-free Read in firmware_fallback_sysfs,❌,❌
93976391bf299d425f44,KASAN: invalid-free in ieee80211_ibss_leave,❌,❌
fc8cd9a673d4577fb2e4,,❌,❌
9cd5837a045bbee5b810,UBSAN: shift-out-of-bounds in xfrm_set_default,❌,❌
858dc7a2f7ef07c2c219,KASAN: vmalloc-out-of-bounds Write in imageblit,❌,❌
9671693590ef5aad8953,KASAN: stack-out-of-bounds Read in iov_iter_revert,❌,❌
3dea30b047f41084de66,UBSAN: shift-out-of-bounds in vhci_hub_control,❌,❌
e4ffb8b46d363add6bfda13799cc0b0f81af4b60,,❌,❌
3af153434935b20502cfbf9601ed5176658d1577,,❌,❌
ebacae31a7ad3e04736521a3a8e8dff1078ac2f6,KASAN: global-out-of-bounds Read in netlink_policy_dump_add_policy,❌,❌
38769495e847cea2dcca,KASAN: use-after-free Read in __cpuhp_state_remove_instance,❌,❌
12056a09a0311d758e60,KASAN: use-after-free Read in idr_for_each,❌,❌
845923d2172947529b58,,❌,❌
c68f467cd7c45860e8d4,,❌,❌
6d31bf169a8265204b8d,UBSAN: shift-out-of-bounds in mceusb_dev_printdata,❌,❌
151e3e714d34ae4ce7e8,KASAN: null-ptr-deref Read in tcf_idrinfo_destroy,❌,❌
abda9031d554ff16f228a1b88b1fba7c2d634558,,❌,❌
